ID, route, distanceKm, originAirport, originCity, latitude, longitude, destinationAirport, destinationCity, latitude, longitude, dayOfWeek, departureTime, arrivalTime, flightSize
CA3099, ZMH-YET, 387, ZMH, 108 Mile Ranch, 51.736099243199995, -121.333000183, YET, Edson, 53.578899383499994, -116.464996338, 5, 19:46, 20:31, 110, 
CA115, YDL-YZS, 2510, YDL, Dease Lake, 58.4221992493, -130.031997681, YZS, Coral Harbour, 64.1932983398, -83.3593978882, 7, 08:57, 13:26, 81, 
CA1503, YVR-YQB, 3788, YVR, Vancouver, 49.193901062, -123.183998108, YQB, Quebec, 46.7911, -71.393303, 0, 11:09, 17:42, 232, 
CA2990, YOO-YZF, 3072, YOO, Oshawa, 43.922798, -78.894997, YZF, Yellowknife, 62.462799072265625, -114.44000244140625, 3, 23:00, 04:05, 81, 
CA1217, YSM-YCM, 2887, YSM, Fort Smith, 60.020301818847656, -111.96199798583984, YCM, Saint Catherines, 43.19169998168945, -79.17169952392578, 4, 07:39, 12:50, 110, 
CA1789, YYC-YOW, 2879, YYC, Calgary, 51.113899231, -114.019996643, YOW, Ottawa, 45.3224983215332, -75.66919708251953, 0, 06:32, 11:14, 232, 
CA308, YEV-YRS, 2578, YEV, Inuvik, 68.30419921880001, -133.483001709, YRS, Red Sucker Lake, 54.167198181152344, -93.55719757080078, 6, 23:38, 03:38, 110, 
CA24, YBC-YGX, 1941, YBC, Baie Comeau, 49.13249969482422, -68.20439910888672, YGX, Gillam, 56.35749816894531, -94.71060180664062, 7, 07:49, 11:20, 110, 
CA1207, YSC-YTQ, 1476, YSC, Sherbrooke, 45.4385986328125, -71.69139862060547, YTQ, Tasiujaq, 58.66780090332031, -69.95580291748047, 2, 18:14, 20:49, 81, 
CA1678, YXJ-YXY, 967, YXJ, Fort Saint John, 56.23809814453125, -120.73999786376953, YXY, Whitehorse, 60.7095985413, -135.067001343, 4, 21:20, 22:53, 110, 
CA1459, YVR-YEG, 809, YVR, Vancouver, 49.193901062, -123.183998108, YEG, Edmonton, 53.309700012200004, -113.580001831, 0, 06:46, 08:06, 110, 
CA3104, ZMH-ZSW, 664, ZMH, 108 Mile Ranch, 51.736099243199995, -121.333000183, ZSW, Prince Rupert, 54.33330154418945, -130.2830047607422, 4, 11:16, 12:29, 232, 
CA2255, YCK-YXS, 1473, YCK, Colville Lake, 67.0392, -126.08, YXS, Prince George, 53.8894004822, -122.679000854, 4, 15:02, 17:28, 232, 
CA2919, ZGR-YQD, 432, ZGR, Little Grand Rapids, 52.04560089111328, -95.4657974243164, YQD, The Pas, 53.97140121459961, -101.09100341796875, 4, 06:11, 06:57, 81, 
CA2568, YUD-YZP, 3458, YUD, Umiujaq, 56.53609848022461, -76.51830291748047, YZP, Sandspit, 53.25429916379999, -131.813995361, 5, 12:54, 18:59, 110, 
CA2138, YZR-YZP, 3763, YZR, Sarnia, 42.9994010925293, -82.30889892578125, YZP, Sandspit, 53.25429916379999, -131.813995361, 1, 20:58, 03:48, 232, 
CA476, YHZ-YYC, 3746, YHZ, Halifax, 44.8807983398, -63.5085983276, YYC, Calgary, 51.113899231, -114.019996643, 0, 07:19, 13:51, 232, 
CA2156, YZU-YVR, 749, YZU, Whitecourt, 54.14390182495117, -115.78700256347656, YVR, Vancouver, 49.193901062, -123.183998108, 3, 19:59, 21:09, 81, 
CA1363, YUL-YYC, 3006, YUL, Montreal, 45.4706001282, -73.7407989502, YYC, Calgary, 51.113899231, -114.019996643, 0, 10:31, 15:58, 145, 
CA2812, ZSW-YMT, 3745, ZSW, Prince Rupert, 54.33330154418945, -130.2830047607422, YMT, Chibougamau, 49.77190017700195, -74.5280990600586, 3, 20:42, 03:24, 81, 
CA2736, ZFD-YWK, 2555, ZFD, Fond-Du-Lac, 59.33440017700195, -107.18199920654297, YWK, Wabush, 52.92190170288086, -66.8644027709961, 4, 23:08, 03:45, 145, 
CA1940, YYW-YHZ, 1987, YYW, Armstrong, 50.29029846191406, -88.90969848632812, YHZ, Halifax, 44.8807983398, -63.5085983276, 2, 18:00, 21:02, 81, 
CA540, YJN-YNP, 1453, YJN, St. Jean, 45.29439926147461, -73.28109741210938, YNP, Natuashish, 55.913898, -61.184399, 5, 21:15, 23:43, 81, 
CA179, YEG-YOW, 2850, YEG, Edmonton, 53.309700012200004, -113.580001831, YOW, Ottawa, 45.3224983215332, -75.66919708251953, 0, 05:25, 10:36, 81, 
CA2217, LAK-YEG, 2003, LAK, Aklavik, 68.223297, -135.00599, YEG, Edmonton, 53.309700012200004, -113.580001831, 6, 14:24, 17:48, 145, 
CA2643, YQN-YMN, 1921, YQN, Nakina, 50.18280029296875, -86.69640350341797, YMN, Makkovik, 55.076900482177734, -59.1864013671875, 1, 13:03, 16:34, 145, 
CA1582, YVR-YGT, 3138, YVR, Vancouver, 49.193901062, -123.183998108, YGT, Igloolik, 69.3647003174, -81.8161010742, 1, 22:38, 03:30, 81, 
CA207, YEG-YUL, 2969, YEG, Edmonton, 53.309700012200004, -113.580001831, YUL, Montreal, 45.4706001282, -73.7407989502, 0, 08:54, 13:41, 145, 
CA3006, YSD-YHZ, 3564, YSD, Suffield, 50.266700744628906, -111.18299865722656, YHZ, Halifax, 44.8807983398, -63.5085983276, 2, 21:44, 03:35, 110, 
CA1026, YQB-YFH, 1309, YQB, Quebec, 46.7911, -71.393303, YFH, Fort Hope, 51.5619010925293, -87.90779876708984, 5, 17:22, 19:29, 110, 
CA3084, YMG-YKJ, 1591, YMG, Manitouwadge, 49.083900451660156, -85.86060333251953, YKJ, Key Lake, 57.256099700927734, -105.61799621582031, 3, 09:14, 11:48, 110, 
CA2784, YPX-YCD, 3163, YPX, Puvirnituq, 60.05059814453125, -77.28690338134766, YCD, Nanaimo, 49.054970224899996, -123.869862556, 4, 05:19, 11:02, 110, 
CA49, YBR-YNS, 1678, YBR, Brandon, 49.91, -99.951897, YNS, Nemiscau, 51.69110107421875, -76.1355972290039, 1, 11:01, 13:44, 232, 
CA1460, YVR-YEG, 809, YVR, Vancouver, 49.193901062, -123.183998108, YEG, Edmonton, 53.309700012200004, -113.580001831, 0, 10:18, 11:32, 232, 
CA2845, YSO-YOW, 1549, YSO, Postville, 54.9105, -59.78507, YOW, Ottawa, 45.3224983215332, -75.66919708251953, 2, 19:59, 22:49, 110, 
CA934, YQB-YHZ, 646, YQB, Quebec, 46.7911, -71.393303, YHZ, Halifax, 44.8807983398, -63.5085983276, 0, 08:57, 10:07, 81, 
CA3274, YHT-YCN, 3701, YHT, Haines Junction, 60.78919982910156, -137.54600524902344, YCN, Cochrane, 49.10559844970703, -81.01360321044922, 1, 07:00, 13:27, 81, 
CA2281, YNO-YYG, 2249, YNO, North Spirit Lake, 52.4900016784668, -92.97109985351562, YYG, Charlottetown, 46.290000915527344, -63.12110137939453, 4, 11:39, 15:14, 81, 
CA337, YFR-YLE, 284, YFR, Fort Resolution, 61.1808013916, -113.690002441, YLE, Whatì, 63.13169860839844, -117.24600219726562, 4, 09:11, 09:56, 110, 
CA2341, YAG-YEL, 855, YAG, Fort Frances, 48.65420150756836, -93.439697265625, YEL, ELLIOT LAKE, 46.351398468, -82.5614013672, 2, 06:52, 08:14, 145, 
CA3158, YCM-YVR, 3403, YCM, Saint Catherines, 43.19169998168945, -79.17169952392578, YVR, Vancouver, 49.193901062, -123.183998108, 2, 20:51, 03:04, 110, 
CA1252, YTR-YYC, 2812, YTR, Trenton, 44.118900299072266, -77.5280990600586, YYC, Calgary, 51.113899231, -114.019996643, 4, 17:28, 22:28, 232, 
CA1182, YRJ-YFH, 1164, YRJ, Roberval, 48.52000045776367, -72.2656021118164, YFH, Fort Hope, 51.5619010925293, -87.90779876708984, 5, 23:29, 01:28, 110, 
CA1740, YXX-YQH, 1300, YXX, Abbotsford, 49.025299072265625, -122.36100006103516, YQH, Watson Lake, 60.11640167236328, -128.82200622558594, 6, 12:25, 14:39, 110, 
CA814, YOW-YBI, 1692, YOW, Ottawa, 45.3224983215332, -75.66919708251953, YBI, Black Tickle, 53.4693984985, -55.784999847399995, 3, 10:13, 13:20, 81, 
CA3200, YJP-YVR, 594, YJP, Hinton, 53.3191986084, -117.752998352, YVR, Vancouver, 49.193901062, -123.183998108, 3, 21:06, 22:06, 232, 
CA1190, YRT-YQQ, 2451, YRT, Rankin Inlet, 62.8114013672, -92.1157989502, YQQ, Comox, 49.71080017089844, -124.88700103759766, 4, 05:10, 09:03, 81, 
CA813, YOW-YRV, 3171, YOW, Ottawa, 45.3224983215332, -75.66919708251953, YRV, Revelstoke, 50.9667015076, -118.182998657, 2, 21:17, 02:39, 145, 
CA947, YQB-YOW, 368, YQB, Quebec, 46.7911, -71.393303, YOW, Ottawa, 45.3224983215332, -75.66919708251953, 0, 05:44, 06:29, 145, 
CA2540, YLC-YYZ, 2223, YLC, Kimmirut, 62.8499984741, -69.88330078119999, YYZ, Toronto, 43.6772003174, -79.63059997559999, 3, 18:28, 22:01, 145, 
CA497, YHZ-ZFM, 4715, YHZ, Halifax, 44.8807983398, -63.5085983276, ZFM, Fort Mcpherson, 67.40750122070312, -134.86099243164062, 7, 14:26, 22:01, 110, 
CA907, YQB-YEG, 3051, YQB, Quebec, 46.7911, -71.393303, YEG, Edmonton, 53.309700012200004, -113.580001831, 0, 06:29, 11:18, 145, 
CA912, YQB-YEK, 2154, YQB, Quebec, 46.7911, -71.393303, YEK, Eskimo Point, 61.0942001343, -94.07080078119999, 4, 20:36, 00:11, 110, 
CA909, YQB-YEG, 3051, YQB, Quebec, 46.7911, -71.393303, YEG, Edmonton, 53.309700012200004, -113.580001831, 0, 07:56, 13:25, 232, 
CA3258, YHE-YJF, 1215, YHE, Hope, 49.3683013916, -121.498001099, YJF, Fort Liard, 60.235801696799996, -123.46900177, 3, 13:14, 15:07, 81, 
CA2685, YZG-YVR, 3215, YZG, Salluit, 62.17940139770508, -75.66719818115234, YVR, Vancouver, 49.193901062, -123.183998108, 2, 20:16, 01:45, 232, 
CA629, YMO-YZP, 3416, YMO, Moosonee, 51.291099548339844, -80.60780334472656, YZP, Sandspit, 53.25429916379999, -131.813995361, 3, 07:27, 13:04, 110, 
CA1385, YUL-YCS, 2256, YUL, Montreal, 45.4706001282, -73.7407989502, YCS, Chesterfield Inlet, 63.346900939899996, -90.73110198970001, 2, 17:38, 21:11, 145, 
CA1915, YYJ-YYZ, 3371, YYJ, Victoria, 48.646900177, -123.426002502, YYZ, Toronto, 43.6772003174, -79.63059997559999, 7, 18:38, 00:18, 81, 
CA1636, YWK-YLK, 1318, YWK, Wabush, 52.92190170288086, -66.8644027709961, YLK, Barrie-Orillia, 44.4852981567, -79.55560302730001, 2, 12:32, 14:33, 145, 
CA1094, YQK-HZP, 1415, YQK, Kenora, 49.788299560546875, -94.36309814453125, HZP, Wood Buffalo, 57.3816986084, -111.700996399, 2, 15:43, 18:02, 145, 
CA1891, YYE-YSY, 1468, YYE, Fort Nelson, 58.8363990784, -122.597000122, YSY, Sachs Harbour, 71.9938964844, -125.242996216, 1, 23:31, 02:13, 232, 
CA1333, YUL-YVR, 3683, YUL, Montreal, 45.4706001282, -73.7407989502, YVR, Vancouver, 49.193901062, -123.183998108, 0, 07:29, 13:51, 232, 
CA2024, YYZ-YUL, 507, YYZ, Toronto, 43.6772003174, -79.63059997559999, YUL, Montreal, 45.4706001282, -73.7407989502, 0, 07:47, 08:37, 232, 
CA469, YHZ-YYC, 3746, YHZ, Halifax, 44.8807983398, -63.5085983276, YYC, Calgary, 51.113899231, -114.019996643, 0, 09:37, 15:59, 81, 
CA245, YEG-YYZ, 2689, YEG, Edmonton, 53.309700012200004, -113.580001831, YYZ, Toronto, 43.6772003174, -79.63059997559999, 0, 11:57, 16:21, 81, 
CA1792, YYC-YPQ, 2748, YYC, Calgary, 51.113899231, -114.019996643, YPQ, Peterborough, 44.22999954223633, -78.36329650878906, 3, 16:36, 20:49, 110, 
CA589, YLL-YPM, 1098, YLL, Lloydminster, 53.309200286865234, -110.072998046875, YPM, Pikangikum, 51.819698333740234, -93.97329711914062, 2, 07:04, 08:48, 110, 
CA1104, YQL-YGH, 2057, YQL, Lethbridge, 49.6302986145, -112.800003052, YGH, Fort Good Hope, 66.24079895019531, -128.6510009765625, 3, 21:37, 00:45, 145, 
CA2119, YZH-YQB, 3120, YZH, Slave Lake, 55.2930984497, -114.777000427, YQB, Quebec, 46.7911, -71.393303, 2, 12:48, 17:52, 81, 
CA2549, XGR-YXE, 2624, XGR, Kangiqsualujjuaq, 58.71139907836914, -65.9927978515625, YXE, Saskatoon, 52.170799255371094, -106.69999694824219, 3, 21:34, 02:15, 232, 
CA2832, YTM-ZFM, 4092, YTM, Mont-Tremblant, 46.409400939899996, -74.7799987793, ZFM, Fort Mcpherson, 67.40750122070312, -134.86099243164062, 6, 22:41, 05:00, 232, 
CA154, YEG-YHZ, 3683, YEG, Edmonton, 53.309700012200004, -113.580001831, YHZ, Halifax, 44.8807983398, -63.5085983276, 0, 07:16, 13:04, 110, 
CA961, YQB-YUL, 233, YQB, Quebec, 46.7911, -71.393303, YUL, Montreal, 45.4706001282, -73.7407989502, 0, 08:08, 08:53, 232, 
CA55, YCB-ZST, 1914, YCB, Cambridge Bay, 69.1081008911, -105.138000488, ZST, Stewart, 55.935410448, -129.982434511, 3, 10:14, 13:11, 110, 
CA1463, YVR-YEG, 809, YVR, Vancouver, 49.193901062, -123.183998108, YEG, Edmonton, 53.309700012200004, -113.580001831, 0, 08:02, 09:17, 232, 
CA684, YOW-YCY, 2826, YOW, Ottawa, 45.3224983215332, -75.66919708251953, YCY, Clyde River, 70.4860992432, -68.5167007446, 4, 13:52, 18:59, 110, 
CA683, YOW-YCL, 771, YOW, Ottawa, 45.3224983215332, -75.66919708251953, YCL, Charlo, 47.990799, -66.330299, 4, 09:04, 10:14, 110, 
CA1029, YQB-CXH, 3780, YQB, Quebec, 46.7911, -71.393303, CXH, Vancouver, 49.2943992615, -123.111000061, 2, 08:18, 15:09, 110, 
CA3209, YBS-HZP, 1453, YBS, Musselwhite Mine, 52.6067008972, -90.3768997192, HZP, Wood Buffalo, 57.3816986084, -111.700996399, 3, 06:45, 09:23, 232, 
CA891, YQA-YHN, 624, YQA, Muskoka, 44.974700927734375, -79.30329895019531, YHN, Hornepayne, 49.19309997558594, -84.75890350341797, 2, 06:12, 07:11, 110, 
CA1512, YVR-YQB, 3788, YVR, Vancouver, 49.193901062, -123.183998108, YQB, Quebec, 46.7911, -71.393303, 0, 11:35, 17:22, 110, 
CA2613, YPH-YXT, 3059, YPH, Inukjuak, 58.471900939941406, -78.07689666748047, YXT, Terrace, 54.468498, -128.576009, 2, 17:34, 22:44, 145, 
CA1019, YQB-YOA, 3077, YQB, Quebec, 46.7911, -71.393303, YOA, Ekati, 64.6988983154, -110.614997864, 5, 07:10, 11:58, 145, 
CA21, YBC-YMO, 913, YBC, Baie Comeau, 49.13249969482422, -68.20439910888672, YMO, Moosonee, 51.291099548339844, -80.60780334472656, 4, 08:14, 09:42, 110, 
CA1604, YVT-YVO, 2248, YVT, Buffalo Narrows, 55.8418998718, -108.417999268, YVO, Val D'or, 48.0532989502, -77.7827987671, 2, 22:03, 01:44, 145, 
CA186, YEG-YQB, 3051, YEG, Edmonton, 53.309700012200004, -113.580001831, YQB, Quebec, 46.7911, -71.393303, 0, 11:12, 16:43, 232, 
CA6, YAM-YAC, 788, YAM, Sault Sainte Marie, 46.48500061035156, -84.5093994140625, YAC, Cat Lake, 51.72719955444336, -91.82440185546875, 1, 16:14, 17:27, 145, 
CA3275, YDG-YQB, 502, YDG, Digby, 44.5458450365, -65.7854247093, YQB, Quebec, 46.7911, -71.393303, 2, 18:48, 19:37, 110, 
CA1494, YVR-YOW, 3553, YVR, Vancouver, 49.193901062, -123.183998108, YOW, Ottawa, 45.3224983215332, -75.66919708251953, 0, 09:13, 14:53, 110, 
CA3322, YRO-YBT, 2242, YRO, Ottawa, 45.4603004456, -75.64610290530001, YBT, Brochet, 57.8894, -101.679001, 2, 15:39, 19:37, 110, 
CA1635, YWK-YRA, 3081, YWK, Wabush, 52.92190170288086, -66.8644027709961, YRA, Gamètì, 64.11609649658203, -117.30999755859375, 4, 23:47, 04:30, 145, 
CA2630, YQD-YVC, 299, YQD, The Pas, 53.97140121459961, -101.09100341796875, YVC, La Ronge, 55.151401519800004, -105.262001038, 3, 11:07, 11:52, 81, 
CA668, YOD-YPE, 496, YOD, Cold Lake, 54.404998779296875, -110.27899932861328, YPE, Peace River, 56.226898, -117.446999, 4, 21:53, 22:41, 81, 
CA2481, YNS-YHM, 989, YNS, Nemiscau, 51.69110107421875, -76.1355972290039, YHM, Hamilton, 43.173599243199995, -79.93499755859999, 5, 06:13, 07:53, 81, 
CA1248, YTH-YMG, 1102, YTH, Thompson, 55.80110168457031, -97.86419677734375, YMG, Manitouwadge, 49.083900451660156, -85.86060333251953, 3, 21:27, 23:21, 81, 
CA2208, YOA-YQS, 3059, YOA, Ekati, 64.6988983154, -110.614997864, YQS, St Thomas, 42.77000045776367, -81.11080169677734, 2, 20:28, 01:51, 232, 
CA2593, YNL-YXX, 1575, YNL, Points North Landing, 58.27669906616211, -104.08200073242188, YXX, Abbotsford, 49.025299072265625, -122.36100006103516, 7, 12:01, 14:33, 81, 
CA851, YPL-YSR, 2410, YPL, Pickle Lake, 51.4463996887207, -90.21420288085938, YSR, Nanisivik, 72.982201, -84.613602, 4, 17:54, 21:45, 81, 
CA2633, YQD-YZF, 1221, YQD, The Pas, 53.97140121459961, -101.09100341796875, YZF, Yellowknife, 62.462799072265625, -114.44000244140625, 7, 18:43, 20:50, 81, 
CA2989, YOO-YXL, 1200, YOO, Oshawa, 43.922798, -78.894997, YXL, Sioux Lookout, 50.11389923095703, -91.9052963256836, 6, 15:27, 17:37, 81, 
CA766, YOW-YYC, 2879, YOW, Ottawa, 45.3224983215332, -75.66919708251953, YYC, Calgary, 51.113899231, -114.019996643, 0, 10:52, 16:00, 145, 
CA587, YLJ-YBS, 1212, YLJ, Meadow Lake, 54.125301361083984, -108.52300262451172, YBS, Musselwhite Mine, 52.6067008972, -90.3768997192, 4, 22:37, 00:30, 110, 
CA1245, YTH-ZFD, 679, YTH, Thompson, 55.80110168457031, -97.86419677734375, ZFD, Fond-Du-Lac, 59.33440017700195, -107.18199920654297, 4, 21:36, 22:48, 110, 
CA1848, YYC-YYZ, 2690, YYC, Calgary, 51.113899231, -114.019996643, YYZ, Toronto, 43.6772003174, -79.63059997559999, 0, 11:36, 16:13, 145, 
CA1645, YWY-YCB, 1045, YWY, Wrigley, 63.20940017700195, -123.43699645996094, YCB, Cambridge Bay, 69.1081008911, -105.138000488, 4, 12:30, 14:09, 110, 
CA1756, YYC-YCG, 327, YYC, Calgary, 51.113899231, -114.019996643, YCG, Castlegar, 49.2963981628, -117.632003784, 4, 06:42, 07:27, 145, 
CA408, YHY-YQM, 3637, YHY, Hay River, 60.8396987915, -115.782997131, YQM, Moncton, 46.11220169067383, -64.67859649658203, 4, 12:51, 19:35, 81, 
CA711, YOW-YMO, 757, YOW, Ottawa, 45.3224983215332, -75.66919708251953, YMO, Moosonee, 51.291099548339844, -80.60780334472656, 4, 10:13, 11:23, 145, 
CA1842, YYC-YVR, 686, YYC, Calgary, 51.113899231, -114.019996643, YVR, Vancouver, 49.193901062, -123.183998108, 0, 08:34, 09:42, 232, 
CA1, YAM-YCB, 2765, YAM, Sault Sainte Marie, 46.48500061035156, -84.5093994140625, YCB, Cambridge Bay, 69.1081008911, -105.138000488, 4, 18:33, 23:28, 81, 
CA2688, YZG-YYR, 1331, YZG, Salluit, 62.17940139770508, -75.66719818115234, YYR, Goose Bay, 53.3191986084, -60.4258003235, 3, 12:55, 15:10, 110, 
CA1236, YSY-YOA, 1003, YSY, Sachs Harbour, 71.9938964844, -125.242996216, YOA, Ekati, 64.6988983154, -110.614997864, 1, 17:57, 19:42, 110, 
CA1506, YVR-YQB, 3788, YVR, Vancouver, 49.193901062, -123.183998108, YQB, Quebec, 46.7911, -71.393303, 0, 07:42, 14:08, 232, 
CA2411, YGB-YDB, 1580, YGB, Texada, 49.69419860839844, -124.51799774169922, YDB, Burwash, 61.37110137939453, -139.04100036621094, 4, 10:18, 12:52, 81, 
CA1066, YQG-YXX, 3116, YQG, Windsor, 42.27560043334961, -82.95559692382812, YXX, Abbotsford, 49.025299072265625, -122.36100006103516, 3, 16:58, 22:05, 110, 
CA2574, YUD-YVE, 2873, YUD, Umiujaq, 56.53609848022461, -76.51830291748047, YVE, Vernon, 50.24810028076172, -119.33100128173828, 4, 16:03, 20:43, 145, 
CA1464, YVR-YEG, 809, YVR, Vancouver, 49.193901062, -123.183998108, YEG, Edmonton, 53.309700012200004, -113.580001831, 0, 10:08, 11:34, 110, 
CA2791, YTQ-YYG, 1450, YTQ, Tasiujaq, 58.66780090332031, -69.95580291748047, YYG, Charlottetown, 46.290000915527344, -63.12110137939453, 2, 09:28, 11:42, 145, 
CA1515, YVR-YUL, 3683, YVR, Vancouver, 49.193901062, -123.183998108, YUL, Montreal, 45.4706001282, -73.7407989502, 0, 11:43, 18:25, 110, 
CA1481, YVR-YHZ, 4430, YVR, Vancouver, 49.193901062, -123.183998108, YHZ, Halifax, 44.8807983398, -63.5085983276, 0, 06:16, 14:13, 232, 
CA2239, YWM-YXD, 3752, YWM, Williams Harbour, 52.566898345947266, -55.784698486328125, YXD, Edmonton, 53.5724983215, -113.521003723, 3, 15:47, 22:21, 232, 
CA628, YMO-YZP, 3416, YMO, Moosonee, 51.291099548339844, -80.60780334472656, YZP, Sandspit, 53.25429916379999, -131.813995361, 1, 17:29, 22:42, 81, 
CA1422, YVC-YGZ, 2537, YVC, La Ronge, 55.151401519800004, -105.262001038, YGZ, Grise Fiord, 76.4261016846, -82.90920257570001, 6, 10:36, 15:09, 145, 
CA1044, YQB-YBT, 2370, YQB, Quebec, 46.7911, -71.393303, YBT, Brochet, 57.8894, -101.679001, 6, 09:45, 13:27, 81, 
CA949, YQB-YOW, 368, YQB, Quebec, 46.7911, -71.393303, YOW, Ottawa, 45.3224983215332, -75.66919708251953, 0, 07:03, 07:48, 232, 
CA3303, YML-YQG, 1162, YML, Charlevoix, 47.59749984741211, -70.2238998413086, YQG, Windsor, 42.27560043334961, -82.95559692382812, 2, 08:30, 10:32, 81, 
CA50, YBR-YNS, 1678, YBR, Brandon, 49.91, -99.951897, YNS, Nemiscau, 51.69110107421875, -76.1355972290039, 5, 20:12, 23:02, 81, 
CA3433, JOJ-YEG, 1688, JOJ, Doris Lake, 68.1252746582, -106.585281372, YEG, Edmonton, 53.309700012200004, -113.580001831, 3, 23:53, 02:44, 232, 
CA1314, YUL-YQB, 233, YUL, Montreal, 45.4706001282, -73.7407989502, YQB, Quebec, 46.7911, -71.393303, 0, 10:34, 11:19, 81, 
CA1435, YVO-YVG, 2377, YVO, Val D'or, 48.0532989502, -77.7827987671, YVG, Vermillion, 53.355800628699996, -110.823997498, 5, 13:13, 17:20, 81, 
CA2918, ZGR-YQD, 432, ZGR, Little Grand Rapids, 52.04560089111328, -95.4657974243164, YQD, The Pas, 53.97140121459961, -101.09100341796875, 2, 11:37, 12:22, 232, 
CA1218, YSM-YCM, 2887, YSM, Fort Smith, 60.020301818847656, -111.96199798583984, YCM, Saint Catherines, 43.19169998168945, -79.17169952392578, 6, 05:43, 10:10, 145, 
CA2642, YQN-YMN, 1921, YQN, Nakina, 50.18280029296875, -86.69640350341797, YMN, Makkovik, 55.076900482177734, -59.1864013671875, 6, 21:10, 00:24, 110, 
CA2891, XLB-YQY, 3069, XLB, Lac Brochet, 58.6175003052, -101.46900177, YQY, Sydney, 46.1614, -60.047798, 4, 05:52, 11:31, 232, 
CA2869, YTF-YNP, 1086, YTF, Alma, 48.50889968869999, -71.64189910889999, YNP, Natuashish, 55.913898, -61.184399, 5, 17:26, 19:13, 110, 
CA3186, YBA-YEG, 269, YBA, Banff, 51.207340469900004, -115.541861057, YEG, Edmonton, 53.309700012200004, -113.580001831, 2, 10:39, 11:24, 110, 
CA489, YHZ-YYZ, 1288, YHZ, Halifax, 44.8807983398, -63.5085983276, YYZ, Toronto, 43.6772003174, -79.63059997559999, 0, 11:19, 13:26, 110, 
CA97, YDA-YXJ, 1329, YDA, Dawson, 64.04309844970703, -139.1280059814453, YXJ, Fort Saint John, 56.23809814453125, -120.73999786376953, 2, 21:08, 23:09, 232, 
CA2564, YUD-YYQ, 1069, YUD, Umiujaq, 56.53609848022461, -76.51830291748047, YYQ, Churchill, 58.739200592041016, -94.06500244140625, 4, 21:34, 23:21, 232, 
CA2152, YZT-YOW, 3813, YZT, Port Hardy, 50.680599212646484, -127.36699676513672, YOW, Ottawa, 45.3224983215332, -75.66919708251953, 4, 05:39, 11:57, 110, 
CA578, YLJ-YAY, 3461, YLJ, Meadow Lake, 54.125301361083984, -108.52300262451172, YAY, St. Anthony, 51.3918991089, -56.083099365200006, 7, 11:15, 17:05, 81, 
CA262, YEG-YPM, 1331, YEG, Edmonton, 53.309700012200004, -113.580001831, YPM, Pikangikum, 51.819698333740234, -93.97329711914062, 5, 13:40, 16:01, 232, 
CA1966, YYZ-YEG, 2689, YYZ, Toronto, 43.6772003174, -79.63059997559999, YEG, Edmonton, 53.309700012200004, -113.580001831, 0, 08:29, 12:41, 232, 
CA160, YEG-YHZ, 3683, YEG, Edmonton, 53.309700012200004, -113.580001831, YHZ, Halifax, 44.8807983398, -63.5085983276, 0, 10:54, 16:31, 81, 
CA1711, YXR-YKG, 1512, YXR, Earlton, 47.697400654599996, -79.8473453522, YKG, Kangirsuk, 60.027198791503906, -69.99919891357422, 6, 17:58, 20:31, 81, 
CA839, YPE-YSB, 2716, YPE, Peace River, 56.226898, -117.446999, YSB, Sudbury, 46.625, -80.79889678955078, 2, 22:59, 03:10, 81, 
CA3015, YCC-ZGF, 3305, YCC, Cornwall, 45.09280014038086, -74.56330108642578, ZGF, Grand Forks, 49.01559829711914, -118.43099975585938, 5, 20:56, 02:44, 81, 
CA3326, YSH-YJF, 3529, YSH, Smiths Falls, 44.94580078125, -75.94059753417969, YJF, Fort Liard, 60.235801696799996, -123.46900177, 3, 19:11, 00:44, 81, 
CA1293, YUL-YEG, 2969, YUL, Montreal, 45.4706001282, -73.7407989502, YEG, Edmonton, 53.309700012200004, -113.580001831, 0, 06:06, 11:02, 232, 
CA1625, YWG-YUT, 1950, YWG, Winnipeg, 49.909999847399995, -97.2398986816, YUT, Repulse Bay, 66.5214004517, -86.22470092770001, 2, 09:09, 12:36, 81, 
CA1400, YUL-YRS, 1710, YUL, Montreal, 45.4706001282, -73.7407989502, YRS, Red Sucker Lake, 54.167198181152344, -93.55719757080078, 4, 21:52, 00:34, 110, 
CA182, YEG-YPE, 408, YEG, Edmonton, 53.309700012200004, -113.580001831, YPE, Peace River, 56.226898, -117.446999, 6, 13:38, 14:23, 110, 
CA1653, YXC-YKU, 2553, YXC, Cranbrook, 49.610801696777, -115.78199768066, YKU, Chisasibi, 53.805599212646484, -78.91690063476562, 2, 16:47, 20:45, 145, 
CA2895, XLB-YZT, 1869, XLB, Lac Brochet, 58.6175003052, -101.46900177, YZT, Port Hardy, 50.680599212646484, -127.36699676513672, 5, 23:55, 03:05, 145, 
CA524, YIB-YPC, 2875, YIB, Atikokan, 48.7738990784, -91.6386032104, YPC, Paulatuk, 69.3608381154, -124.075469971, 4, 08:21, 13:25, 81, 
CA1675, YXJ-YHZ, 4103, YXJ, Fort Saint John, 56.23809814453125, -120.73999786376953, YHZ, Halifax, 44.8807983398, -63.5085983276, 6, 12:02, 18:54, 81, 
CA2761, ZRJ-YTQ, 1470, ZRJ, Round Lake, 52.943599700927734, -91.31279754638672, YTQ, Tasiujaq, 58.66780090332031, -69.95580291748047, 4, 19:07, 21:24, 110, 
